Time,Distribuído,Month,day_of_month,day_of_week,Hour,Minute
2024-01-02 16:10:00,30.0,1,2,1,16,10
2024-01-02 16:15:00,30.0,1,2,1,16,15
2024-01-02 16:20:00,25.7,1,2,1,16,20
2024-01-02 16:25:00,27.7,1,2,1,16,25
2024-01-02 16:30:00,27.7,1,2,1,16,30
2024-01-02 16:35:00,27.7,1,2,1,16,35
2024-01-02 16:40:00,27.7,1,2,1,16,40
2024-01-02 16:45:00,25.7,1,2,1,16,45
2024-01-02 16:50:00,25.7,1,2,1,16,50
2024-01-02 16:55:00,24.0,1,2,1,16,55
2024-01-02 17:00:00,24.0,1,2,1,17,0
2024-01-02 17:05:00,24.0,1,2,1,17,5
2024-01-02 17:10:00,24.0,1,2,1,17,10
2024-01-02 17:15:00,27.7,1,2,1,17,15
2024-01-02 17:20:00,27.7,1,2,1,17,20
2024-01-02 17:25:00,30.0,1,2,1,17,25
2024-01-02 17:30:00,30.0,1,2,1,17,30
2024-01-02 17:35:00,30.0,1,2,1,17,35
2024-01-02 17:40:00,30.0,1,2,1,17,40
2024-01-02 17:45:00,36.0,1,2,1,17,45
2024-01-02 17:50:00,36.0,1,2,1,17,50
2024-01-02 17:55:00,27.7,1,2,1,17,55
2024-01-02 18:00:00,36.0,1,2,1,18,0
2024-01-02 18:05:00,36.0,1,2,1,18,5
2024-01-02 18:10:00,27.7,1,2,1,18,10
2024-01-02 18:15:00,36.0,1,2,1,18,15
2024-01-02 18:20:00,36.0,1,2,1,18,20
