Time,flow,Month,day_of_month,day_of_week,Hour,Minute
2024-06-24 01:30:00,0.48,6,24,0,1,30
2024-06-24 01:45:00,0.72,6,24,0,1,45
2024-06-24 02:00:00,0.64,6,24,0,2,0
2024-06-24 02:15:00,3.92,6,24,0,2,15
2024-06-24 02:30:00,4.28,6,24,0,2,30
2024-06-24 02:45:00,4.8,6,24,0,2,45
2024-06-24 03:00:00,1.12,6,24,0,3,0
2024-06-24 03:15:00,0.28,6,24,0,3,15
2024-06-24 03:30:00,0.44,6,24,0,3,30
2024-06-24 03:45:00,0.28,6,24,0,3,45
2024-06-24 04:00:00,0.32,6,24,0,4,0
2024-06-24 04:15:00,0.52,6,24,0,4,15
2024-06-24 04:30:00,0.4,6,24,0,4,30
2024-06-24 04:45:00,0.44,6,24,0,4,45
2024-06-24 05:00:00,0.56,6,24,0,5,0
2024-06-24 05:15:00,0.56,6,24,0,5,15
2024-06-24 05:30:00,0.56,6,24,0,5,30
2024-06-24 05:45:00,0.64,6,24,0,5,45
2024-06-24 06:00:00,0.52,6,24,0,6,0
2024-06-24 06:15:00,1.48,6,24,0,6,15
2024-06-24 06:30:00,2.8,6,24,0,6,30
2024-06-24 06:45:00,6.4,6,24,0,6,45
2024-06-24 07:00:00,3.08,6,24,0,7,0
2024-06-24 07:15:00,4.6,6,24,0,7,15
2024-06-24 07:30:00,4.72,6,24,0,7,30
2024-06-24 07:45:00,5.08,6,24,0,7,45
2024-06-24 08:00:00,4.56,6,24,0,8,0
2024-06-24 08:15:00,6.04,6,24,0,8,15
2024-06-24 08:30:00,5.4,6,24,0,8,30
2024-06-24 08:45:00,5.84,6,24,0,8,45
2024-06-24 09:00:00,6.96,6,24,0,9,0
2024-06-24 09:15:00,5.48,6,24,0,9,15
2024-06-24 09:30:00,5.08,6,24,0,9,30
2024-06-24 09:45:00,6.08,6,24,0,9,45
2024-06-24 10:00:00,6.92,6,24,0,10,0
2024-06-24 10:15:00,6.12,6,24,0,10,15
2024-06-24 10:30:00,6.76,6,24,0,10,30
2024-06-24 10:45:00,6.92,6,24,0,10,45
2024-06-24 11:00:00,5.8,6,24,0,11,0
2024-06-24 11:15:00,4.88,6,24,0,11,15
2024-06-24 11:30:00,5.24,6,24,0,11,30
2024-06-24 11:45:00,6.32,6,24,0,11,45
2024-06-24 12:00:00,8.8,6,24,0,12,0
2024-06-24 12:15:00,7.64,6,24,0,12,15
2024-06-24 12:30:00,8.88,6,24,0,12,30
2024-06-24 12:45:00,8.44,6,24,0,12,45
2024-06-24 13:00:00,7.6,6,24,0,13,0
2024-06-24 13:15:00,5.96,6,24,0,13,15
2024-06-24 13:30:00,5.12,6,24,0,13,30
2024-06-24 13:45:00,4.2,6,24,0,13,45
2024-06-24 14:00:00,4.56,6,24,0,14,0
2024-06-24 14:15:00,4.2,6,24,0,14,15
2024-06-24 14:30:00,5.2,6,24,0,14,30
2024-06-24 14:45:00,4.8,6,24,0,14,45
2024-06-24 15:00:00,4.72,6,24,0,15,0
2024-06-24 15:15:00,4.4,6,24,0,15,15
2024-06-24 15:30:00,4.72,6,24,0,15,30
2024-06-24 15:45:00,4.56,6,24,0,15,45
2024-06-24 16:00:00,4.92,6,24,0,16,0
2024-06-24 16:15:00,5.16,6,24,0,16,15
2024-06-24 16:30:00,4.24,6,24,0,16,30
2024-06-24 16:45:00,4.68,6,24,0,16,45
2024-06-24 17:00:00,6.28,6,24,0,17,0
2024-06-24 17:15:00,4.76,6,24,0,17,15
2024-06-24 17:30:00,7.16,6,24,0,17,30
2024-06-24 17:45:00,5.0,6,24,0,17,45
2024-06-24 18:00:00,5.44,6,24,0,18,0
2024-06-24 18:15:00,5.56,6,24,0,18,15
2024-06-24 18:30:00,4.8,6,24,0,18,30
2024-06-24 18:45:00,4.8,6,24,0,18,45
2024-06-24 19:00:00,5.36,6,24,0,19,0
2024-06-24 19:15:00,5.68,6,24,0,19,15
2024-06-24 19:30:00,9.04,6,24,0,19,30
2024-06-24 19:45:00,8.68,6,24,0,19,45
2024-06-24 20:00:00,6.96,6,24,0,20,0
2024-06-24 20:15:00,5.44,6,24,0,20,15
2024-06-24 20:30:00,7.4,6,24,0,20,30
2024-06-24 20:45:00,6.8,6,24,0,20,45
2024-06-24 21:00:00,6.52,6,24,0,21,0
2024-06-24 21:15:00,4.8,6,24,0,21,15
2024-06-24 21:30:00,4.64,6,24,0,21,30
2024-06-24 21:45:00,4.6,6,24,0,21,45
2024-06-24 22:00:00,4.52,6,24,0,22,0
2024-06-24 22:15:00,4.48,6,24,0,22,15
2024-06-24 22:30:00,5.32,6,24,0,22,30
2024-06-24 22:45:00,6.2,6,24,0,22,45
2024-06-24 23:00:00,4.56,6,24,0,23,0
2024-06-24 23:15:00,4.24,6,24,0,23,15
2024-06-24 23:30:00,3.68,6,24,0,23,30
2024-06-24 23:45:00,3.48,6,24,0,23,45
2024-06-25 00:00:00,3.36,6,25,1,0,0
2024-06-25 00:15:00,2.72,6,25,1,0,15
2024-06-25 00:30:00,1.08,6,25,1,0,30
2024-06-25 00:45:00,1.12,6,25,1,0,45
2024-06-25 01:00:00,1.12,6,25,1,1,0
2024-06-25 01:15:00,0.8,6,25,1,1,15
2024-06-25 01:30:00,0.64,6,25,1,1,30
2024-06-25 01:45:00,0.72,6,25,1,1,45
2024-06-25 02:00:00,1.36,6,25,1,2,0
2024-06-25 02:15:00,4.36,6,25,1,2,15
2024-06-25 02:30:00,4.68,6,25,1,2,30
2024-06-25 02:45:00,4.2,6,25,1,2,45
2024-06-25 03:00:00,0.68,6,25,1,3,0
2024-06-25 03:15:00,0.76,6,25,1,3,15
2024-06-25 03:30:00,0.68,6,25,1,3,30
2024-06-25 03:45:00,0.52,6,25,1,3,45
2024-06-25 04:00:00,0.6,6,25,1,4,0
2024-06-25 04:15:00,0.68,6,25,1,4,15
2024-06-25 04:30:00,0.68,6,25,1,4,30
2024-06-25 04:45:00,0.76,6,25,1,4,45
2024-06-25 05:00:00,0.76,6,25,1,5,0
2024-06-25 05:15:00,0.84,6,25,1,5,15
2024-06-25 05:30:00,1.0,6,25,1,5,30
2024-06-25 05:45:00,0.72,6,25,1,5,45
2024-06-25 06:00:00,0.96,6,25,1,6,0
2024-06-25 06:15:00,2.28,6,25,1,6,15
2024-06-25 06:30:00,3.32,6,25,1,6,30
2024-06-25 06:45:00,3.32,6,25,1,6,45
2024-06-25 07:00:00,3.2,6,25,1,7,0
2024-06-25 07:15:00,3.96,6,25,1,7,15
2024-06-25 07:30:00,4.32,6,25,1,7,30
2024-06-25 07:45:00,4.4,6,25,1,7,45
2024-06-25 08:00:00,5.0,6,25,1,8,0
2024-06-25 08:15:00,5.72,6,25,1,8,15
2024-06-25 08:30:00,5.08,6,25,1,8,30
2024-06-25 08:45:00,6.8,6,25,1,8,45
2024-06-25 09:00:00,5.88,6,25,1,9,0
2024-06-25 09:15:00,4.68,6,25,1,9,15
2024-06-25 09:30:00,4.36,6,25,1,9,30
2024-06-25 09:45:00,4.36,6,25,1,9,45
2024-06-25 10:00:00,4.16,6,25,1,10,0
2024-06-25 10:15:00,5.16,6,25,1,10,15
2024-06-25 10:30:00,4.24,6,25,1,10,30
2024-06-25 10:45:00,4.64,6,25,1,10,45
2024-06-25 11:00:00,6.12,6,25,1,11,0
2024-06-25 11:15:00,5.88,6,25,1,11,15
2024-06-25 11:30:00,5.08,6,25,1,11,30
2024-06-25 11:45:00,4.88,6,25,1,11,45
2024-06-25 12:00:00,4.28,6,25,1,12,0
2024-06-25 12:15:00,3.76,6,25,1,12,15
2024-06-25 12:30:00,8.52,6,25,1,12,30
2024-06-25 12:45:00,7.36,6,25,1,12,45
2024-06-25 13:00:00,4.48,6,25,1,13,0
2024-06-25 13:15:00,5.84,6,25,1,13,15
2024-06-25 13:30:00,4.76,6,25,1,13,30
2024-06-25 13:45:00,4.04,6,25,1,13,45
2024-06-25 14:00:00,4.0,6,25,1,14,0
2024-06-25 14:15:00,3.6,6,25,1,14,15
2024-06-25 14:30:00,4.36,6,25,1,14,30
2024-06-25 14:45:00,3.72,6,25,1,14,45
2024-06-25 15:00:00,3.24,6,25,1,15,0
2024-06-25 15:15:00,3.52,6,25,1,15,15
2024-06-25 15:30:00,4.24,6,25,1,15,30
2024-06-25 15:45:00,5.08,6,25,1,15,45
2024-06-25 16:00:00,6.76,6,25,1,16,0
2024-06-25 16:15:00,4.8,6,25,1,16,15
2024-06-25 16:30:00,5.48,6,25,1,16,30
2024-06-25 16:45:00,6.28,6,25,1,16,45
2024-06-25 17:00:00,5.96,6,25,1,17,0
2024-06-25 17:15:00,5.28,6,25,1,17,15
2024-06-25 17:30:00,6.64,6,25,1,17,30
2024-06-25 17:45:00,2.56,6,25,1,17,45
2024-06-25 18:00:00,0.0,6,25,1,18,0
2024-06-25 18:15:00,0.0,6,25,1,18,15
2024-06-25 18:30:00,0.0,6,25,1,18,30
2024-06-25 18:45:00,0.0,6,25,1,18,45
2024-06-25 19:00:00,8.2,6,25,1,19,0
2024-06-25 19:15:00,8.56,6,25,1,19,15
2024-06-25 19:30:00,12.04,6,25,1,19,30
2024-06-25 19:45:00,8.32,6,25,1,19,45
2024-06-25 20:00:00,6.24,6,25,1,20,0
2024-06-25 20:15:00,8.2,6,25,1,20,15
2024-06-25 20:30:00,7.28,6,25,1,20,30
2024-06-25 20:45:00,6.16,6,25,1,20,45
2024-06-25 21:00:00,4.92,6,25,1,21,0
2024-06-25 21:15:00,4.76,6,25,1,21,15
2024-06-25 21:30:00,3.88,6,25,1,21,30
2024-06-25 21:45:00,3.96,6,25,1,21,45
2024-06-25 22:00:00,4.12,6,25,1,22,0
2024-06-25 22:15:00,4.4,6,25,1,22,15
2024-06-25 22:30:00,4.88,6,25,1,22,30
2024-06-25 22:45:00,5.72,6,25,1,22,45
2024-06-25 23:00:00,3.32,6,25,1,23,0
2024-06-25 23:15:00,3.32,6,25,1,23,15
2024-06-25 23:30:00,3.96,6,25,1,23,30
2024-06-25 23:45:00,3.12,6,25,1,23,45
2024-06-26 00:00:00,3.68,6,26,2,0,0
2024-06-26 00:15:00,1.84,6,26,2,0,15
2024-06-26 00:30:00,0.92,6,26,2,0,30
2024-06-26 00:45:00,0.48,6,26,2,0,45
2024-06-26 01:00:00,0.48,6,26,2,1,0
2024-06-26 01:15:00,0.6,6,26,2,1,15
2024-06-26 01:30:00,0.56,6,26,2,1,30
2024-06-26 01:45:00,0.48,6,26,2,1,45
2024-06-26 02:00:00,2.08,6,26,2,2,0
2024-06-26 02:15:00,4.04,6,26,2,2,15
2024-06-26 02:30:00,4.44,6,26,2,2,30
2024-06-26 02:45:00,3.12,6,26,2,2,45
2024-06-26 03:00:00,0.48,6,26,2,3,0
2024-06-26 03:15:00,0.36,6,26,2,3,15
2024-06-26 03:30:00,0.32,6,26,2,3,30
2024-06-26 03:45:00,0.44,6,26,2,3,45
2024-06-26 04:00:00,0.56,6,26,2,4,0
2024-06-26 04:15:00,0.44,6,26,2,4,15
2024-06-26 04:30:00,0.4,6,26,2,4,30
2024-06-26 04:45:00,0.36,6,26,2,4,45
2024-06-26 05:00:00,0.36,6,26,2,5,0
2024-06-26 05:15:00,0.6,6,26,2,5,15
2024-06-26 05:30:00,0.84,6,26,2,5,30
2024-06-26 05:45:00,0.64,6,26,2,5,45
2024-06-26 06:00:00,1.24,6,26,2,6,0
2024-06-26 06:15:00,2.6,6,26,2,6,15
2024-06-26 06:30:00,3.68,6,26,2,6,30
2024-06-26 06:45:00,6.88,6,26,2,6,45
2024-06-26 07:00:00,4.2,6,26,2,7,0
2024-06-26 07:15:00,3.24,6,26,2,7,15
2024-06-26 07:30:00,4.36,6,26,2,7,30
2024-06-26 07:45:00,6.64,6,26,2,7,45
2024-06-26 08:00:00,7.08,6,26,2,8,0
2024-06-26 08:15:00,5.84,6,26,2,8,15
2024-06-26 08:30:00,7.16,6,26,2,8,30
2024-06-26 08:45:00,6.4,6,26,2,8,45
2024-06-26 09:00:00,7.12,6,26,2,9,0
2024-06-26 09:15:00,7.24,6,26,2,9,15
2024-06-26 09:30:00,7.8,6,26,2,9,30
2024-06-26 09:45:00,6.92,6,26,2,9,45
2024-06-26 10:00:00,8.96,6,26,2,10,0
2024-06-26 10:15:00,8.64,6,26,2,10,15
2024-06-26 10:30:00,7.2,6,26,2,10,30
2024-06-26 10:45:00,7.12,6,26,2,10,45
2024-06-26 11:00:00,7.8,6,26,2,11,0
2024-06-26 11:15:00,8.0,6,26,2,11,15
2024-06-26 11:30:00,7.36,6,26,2,11,30
2024-06-26 11:45:00,8.52,6,26,2,11,45
2024-06-26 12:00:00,9.64,6,26,2,12,0
2024-06-26 12:15:00,7.6,6,26,2,12,15
2024-06-26 12:30:00,8.88,6,26,2,12,30
2024-06-26 12:45:00,6.24,6,26,2,12,45
2024-06-26 13:00:00,6.0,6,26,2,13,0
2024-06-26 13:15:00,5.04,6,26,2,13,15
2024-06-26 13:30:00,5.04,6,26,2,13,30
2024-06-26 13:45:00,4.52,6,26,2,13,45
2024-06-26 14:00:00,4.16,6,26,2,14,0
2024-06-26 14:15:00,3.84,6,26,2,14,15
2024-06-26 14:30:00,4.2,6,26,2,14,30
2024-06-26 14:45:00,5.52,6,26,2,14,45
2024-06-26 15:00:00,6.2,6,26,2,15,0
2024-06-26 15:15:00,5.52,6,26,2,15,15
2024-06-26 15:30:00,5.28,6,26,2,15,30
2024-06-26 15:45:00,5.24,6,26,2,15,45
2024-06-26 16:00:00,5.12,6,26,2,16,0
2024-06-26 16:15:00,5.24,6,26,2,16,15
2024-06-26 16:30:00,4.28,6,26,2,16,30
2024-06-26 16:45:00,4.2,6,26,2,16,45
2024-06-26 17:00:00,5.0,6,26,2,17,0
2024-06-26 17:15:00,5.16,6,26,2,17,15
2024-06-26 17:30:00,4.92,6,26,2,17,30
2024-06-26 17:45:00,5.4,6,26,2,17,45
2024-06-26 18:00:00,6.0,6,26,2,18,0
2024-06-26 18:15:00,6.44,6,26,2,18,15
2024-06-26 18:30:00,5.36,6,26,2,18,30
2024-06-26 18:45:00,5.6,6,26,2,18,45
2024-06-26 19:00:00,6.64,6,26,2,19,0
2024-06-26 19:15:00,6.44,6,26,2,19,15
2024-06-26 19:30:00,5.72,6,26,2,19,30
2024-06-26 19:45:00,5.24,6,26,2,19,45
2024-06-26 20:00:00,4.8,6,26,2,20,0
2024-06-26 20:15:00,4.28,6,26,2,20,15
2024-06-26 20:30:00,4.52,6,26,2,20,30
2024-06-26 20:45:00,5.52,6,26,2,20,45
2024-06-26 21:00:00,4.12,6,26,2,21,0
2024-06-26 21:15:00,3.56,6,26,2,21,15
2024-06-26 21:30:00,4.08,6,26,2,21,30
2024-06-26 21:45:00,5.12,6,26,2,21,45
2024-06-26 22:00:00,4.6,6,26,2,22,0
2024-06-26 22:15:00,3.92,6,26,2,22,15
2024-06-26 22:30:00,4.12,6,26,2,22,30
2024-06-26 22:45:00,5.28,6,26,2,22,45
2024-06-26 23:00:00,4.08,6,26,2,23,0
2024-06-26 23:15:00,2.84,6,26,2,23,15
2024-06-26 23:30:00,3.72,6,26,2,23,30
2024-06-26 23:45:00,3.36,6,26,2,23,45
2024-06-27 00:00:00,2.96,6,27,3,0,0
2024-06-27 00:15:00,3.48,6,27,3,0,15
2024-06-27 00:30:00,0.72,6,27,3,0,30
2024-06-27 00:45:00,0.68,6,27,3,0,45
2024-06-27 01:00:00,0.44,6,27,3,1,0
2024-06-27 01:15:00,0.52,6,27,3,1,15
2024-06-27 01:30:00,1.0,6,27,3,1,30
2024-06-27 01:45:00,0.76,6,27,3,1,45
2024-06-27 02:00:00,0.52,6,27,3,2,0
2024-06-27 02:15:00,3.08,6,27,3,2,15
2024-06-27 02:30:00,4.2,6,27,3,2,30
2024-06-27 02:45:00,4.68,6,27,3,2,45
2024-06-27 03:00:00,1.8,6,27,3,3,0
2024-06-27 03:15:00,0.4,6,27,3,3,15
2024-06-27 03:30:00,0.44,6,27,3,3,30
2024-06-27 03:45:00,0.24,6,27,3,3,45
2024-06-27 04:00:00,0.28,6,27,3,4,0
2024-06-27 04:15:00,0.4,6,27,3,4,15
2024-06-27 04:30:00,0.52,6,27,3,4,30
2024-06-27 04:45:00,0.4,6,27,3,4,45
2024-06-27 05:00:00,0.4,6,27,3,5,0
2024-06-27 05:15:00,0.52,6,27,3,5,15
2024-06-27 05:30:00,0.68,6,27,3,5,30
2024-06-27 05:45:00,0.72,6,27,3,5,45
2024-06-27 06:00:00,0.88,6,27,3,6,0
2024-06-27 06:15:00,1.24,6,27,3,6,15
2024-06-27 06:30:00,3.28,6,27,3,6,30
2024-06-27 06:45:00,3.0,6,27,3,6,45
2024-06-27 07:00:00,3.44,6,27,3,7,0
2024-06-27 07:15:00,5.24,6,27,3,7,15
2024-06-27 07:30:00,7.04,6,27,3,7,30
2024-06-27 07:45:00,4.68,6,27,3,7,45
2024-06-27 08:00:00,5.28,6,27,3,8,0
2024-06-27 08:15:00,4.16,6,27,3,8,15
2024-06-27 08:30:00,6.28,6,27,3,8,30
2024-06-27 08:45:00,6.08,6,27,3,8,45
2024-06-27 09:00:00,5.72,6,27,3,9,0
2024-06-27 09:15:00,5.24,6,27,3,9,15
2024-06-27 09:30:00,4.28,6,27,3,9,30
2024-06-27 09:45:00,5.28,6,27,3,9,45
2024-06-27 10:00:00,5.8,6,27,3,10,0
2024-06-27 10:15:00,4.04,6,27,3,10,15
2024-06-27 10:30:00,4.24,6,27,3,10,30
2024-06-27 10:45:00,4.8,6,27,3,10,45
2024-06-27 11:00:00,5.56,6,27,3,11,0
2024-06-27 11:15:00,4.64,6,27,3,11,15
2024-06-27 11:30:00,3.8,6,27,3,11,30
2024-06-27 11:45:00,4.0,6,27,3,11,45
2024-06-27 12:00:00,4.6,6,27,3,12,0
2024-06-27 12:15:00,4.0,6,27,3,12,15
2024-06-27 12:30:00,5.2,6,27,3,12,30
2024-06-27 12:45:00,6.2,6,27,3,12,45
2024-06-27 13:00:00,4.04,6,27,3,13,0
2024-06-27 13:15:00,3.56,6,27,3,13,15
2024-06-27 13:30:00,3.96,6,27,3,13,30
2024-06-27 13:45:00,3.84,6,27,3,13,45
2024-06-27 14:00:00,3.88,6,27,3,14,0
2024-06-27 14:15:00,3.84,6,27,3,14,15
2024-06-27 14:30:00,3.68,6,27,3,14,30
2024-06-27 14:45:00,3.88,6,27,3,14,45
2024-06-27 15:00:00,3.96,6,27,3,15,0
2024-06-27 15:15:00,3.72,6,27,3,15,15
2024-06-27 15:30:00,4.6,6,27,3,15,30
2024-06-27 15:45:00,4.64,6,27,3,15,45
2024-06-27 16:00:00,4.76,6,27,3,16,0
2024-06-27 16:15:00,5.16,6,27,3,16,15
2024-06-27 16:30:00,6.96,6,27,3,16,30
2024-06-27 16:45:00,5.08,6,27,3,16,45
2024-06-27 17:00:00,4.32,6,27,3,17,0
2024-06-27 17:15:00,4.12,6,27,3,17,15
2024-06-27 17:30:00,4.12,6,27,3,17,30
2024-06-27 17:45:00,4.24,6,27,3,17,45
2024-06-27 18:00:00,4.68,6,27,3,18,0
2024-06-27 18:15:00,6.48,6,27,3,18,15
2024-06-27 18:30:00,6.12,6,27,3,18,30
2024-06-27 18:45:00,5.92,6,27,3,18,45
2024-06-27 19:00:00,5.88,6,27,3,19,0
2024-06-27 19:15:00,4.68,6,27,3,19,15
2024-06-27 19:30:00,5.96,6,27,3,19,30
2024-06-27 19:45:00,4.72,6,27,3,19,45
2024-06-27 20:00:00,5.24,6,27,3,20,0
2024-06-27 20:15:00,6.92,6,27,3,20,15
2024-06-27 20:30:00,5.28,6,27,3,20,30
2024-06-27 20:45:00,4.72,6,27,3,20,45
2024-06-27 21:00:00,3.72,6,27,3,21,0
2024-06-27 21:15:00,3.92,6,27,3,21,15
2024-06-27 21:30:00,4.48,6,27,3,21,30
2024-06-27 21:45:00,3.72,6,27,3,21,45
2024-06-27 22:00:00,3.32,6,27,3,22,0
2024-06-27 22:15:00,4.0,6,27,3,22,15
2024-06-27 22:30:00,4.4,6,27,3,22,30
2024-06-27 22:45:00,5.6,6,27,3,22,45
2024-06-27 23:00:00,3.6,6,27,3,23,0
2024-06-27 23:15:00,3.2,6,27,3,23,15
2024-06-27 23:30:00,3.2,6,27,3,23,30
2024-06-27 23:45:00,3.36,6,27,3,23,45
2024-06-28 00:00:00,2.8,6,28,4,0,0
2024-06-28 00:15:00,2.32,6,28,4,0,15
2024-06-28 00:30:00,0.84,6,28,4,0,30
2024-06-28 00:45:00,0.76,6,28,4,0,45
2024-06-28 01:00:00,0.8,6,28,4,1,0
2024-06-28 01:15:00,0.56,6,28,4,1,15
2024-06-28 01:30:00,0.68,6,28,4,1,30
2024-06-28 01:45:00,0.36,6,28,4,1,45
2024-06-28 02:00:00,0.4,6,28,4,2,0
2024-06-28 02:15:00,4.04,6,28,4,2,15
2024-06-28 02:30:00,4.28,6,28,4,2,30
2024-06-28 02:45:00,4.64,6,28,4,2,45
2024-06-28 03:00:00,0.56,6,28,4,3,0
2024-06-28 03:15:00,0.32,6,28,4,3,15
2024-06-28 03:30:00,0.32,6,28,4,3,30
2024-06-28 03:45:00,0.4,6,28,4,3,45
2024-06-28 04:00:00,0.28,6,28,4,4,0
2024-06-28 04:15:00,0.36,6,28,4,4,15
2024-06-28 04:30:00,0.56,6,28,4,4,30
2024-06-28 04:45:00,0.52,6,28,4,4,45
2024-06-28 05:00:00,0.44,6,28,4,5,0
2024-06-28 05:15:00,1.12,6,28,4,5,15
2024-06-28 05:30:00,0.92,6,28,4,5,30
2024-06-28 05:45:00,0.84,6,28,4,5,45
2024-06-28 06:00:00,1.04,6,28,4,6,0
2024-06-28 06:15:00,1.88,6,28,4,6,15
2024-06-28 06:30:00,2.76,6,28,4,6,30
2024-06-28 06:45:00,3.08,6,28,4,6,45
2024-06-28 07:00:00,6.4,6,28,4,7,0
2024-06-28 07:15:00,6.56,6,28,4,7,15
2024-06-28 07:30:00,4.36,6,28,4,7,30
2024-06-28 07:45:00,4.4,6,28,4,7,45
2024-06-28 08:00:00,6.0,6,28,4,8,0
2024-06-28 08:15:00,5.64,6,28,4,8,15
2024-06-28 08:30:00,4.6,6,28,4,8,30
2024-06-28 08:45:00,5.88,6,28,4,8,45
2024-06-28 09:00:00,5.92,6,28,4,9,0
2024-06-28 09:15:00,4.64,6,28,4,9,15
2024-06-28 09:30:00,3.8,6,28,4,9,30
2024-06-28 09:45:00,5.52,6,28,4,9,45
2024-06-28 10:00:00,4.48,6,28,4,10,0
2024-06-28 10:15:00,5.28,6,28,4,10,15
2024-06-28 10:30:00,5.32,6,28,4,10,30
2024-06-28 10:45:00,5.48,6,28,4,10,45
2024-06-28 11:00:00,5.88,6,28,4,11,0
2024-06-28 11:15:00,8.24,6,28,4,11,15
2024-06-28 11:30:00,8.96,6,28,4,11,30
2024-06-28 11:45:00,10.04,6,28,4,11,45
2024-06-28 12:00:00,5.96,6,28,4,12,0
2024-06-28 12:15:00,7.28,6,28,4,12,15
2024-06-28 12:30:00,7.64,6,28,4,12,30
2024-06-28 12:45:00,6.84,6,28,4,12,45
2024-06-28 13:00:00,7.76,6,28,4,13,0
2024-06-28 13:15:00,6.56,6,28,4,13,15
2024-06-28 13:30:00,6.84,6,28,4,13,30
2024-06-28 13:45:00,4.88,6,28,4,13,45
2024-06-28 14:00:00,4.96,6,28,4,14,0
2024-06-28 14:15:00,5.04,6,28,4,14,15
2024-06-28 14:30:00,5.2,6,28,4,14,30
2024-06-28 14:45:00,4.68,6,28,4,14,45
2024-06-28 15:00:00,4.48,6,28,4,15,0
2024-06-28 15:15:00,3.76,6,28,4,15,15
2024-06-28 15:30:00,5.16,6,28,4,15,30
2024-06-28 15:45:00,5.0,6,28,4,15,45
2024-06-28 16:00:00,3.48,6,28,4,16,0
2024-06-28 16:15:00,4.44,6,28,4,16,15
2024-06-28 16:30:00,3.68,6,28,4,16,30
2024-06-28 16:45:00,3.56,6,28,4,16,45
2024-06-28 17:00:00,5.08,6,28,4,17,0
2024-06-28 17:15:00,4.72,6,28,4,17,15
2024-06-28 17:30:00,5.12,6,28,4,17,30
2024-06-28 17:45:00,5.24,6,28,4,17,45
2024-06-28 18:00:00,4.72,6,28,4,18,0
2024-06-28 18:15:00,5.36,6,28,4,18,15
2024-06-28 18:30:00,5.12,6,28,4,18,30
2024-06-28 18:45:00,4.36,6,28,4,18,45
2024-06-28 19:00:00,5.48,6,28,4,19,0
2024-06-28 19:15:00,5.2,6,28,4,19,15
2024-06-28 19:30:00,6.68,6,28,4,19,30
2024-06-28 19:45:00,4.88,6,28,4,19,45
2024-06-28 20:00:00,6.28,6,28,4,20,0
2024-06-28 20:15:00,6.84,6,28,4,20,15
2024-06-28 20:30:00,6.64,6,28,4,20,30
2024-06-28 20:45:00,5.28,6,28,4,20,45
2024-06-28 21:00:00,4.0,6,28,4,21,0
2024-06-28 21:15:00,3.28,6,28,4,21,15
2024-06-28 21:30:00,3.88,6,28,4,21,30
2024-06-28 21:45:00,4.36,6,28,4,21,45
2024-06-28 22:00:00,3.08,6,28,4,22,0
2024-06-28 22:15:00,3.72,6,28,4,22,15
2024-06-28 22:30:00,4.28,6,28,4,22,30
2024-06-28 22:45:00,4.84,6,28,4,22,45
2024-06-28 23:00:00,4.48,6,28,4,23,0
2024-06-28 23:15:00,3.48,6,28,4,23,15
2024-06-28 23:30:00,3.44,6,28,4,23,30
2024-06-28 23:45:00,2.88,6,28,4,23,45
2024-06-29 00:00:00,2.88,6,29,5,0,0
2024-06-29 00:15:00,1.88,6,29,5,0,15
2024-06-29 00:30:00,1.44,6,29,5,0,30
2024-06-29 00:45:00,1.8,6,29,5,0,45
2024-06-29 01:00:00,0.96,6,29,5,1,0
2024-06-29 01:15:00,0.8,6,29,5,1,15
2024-06-29 01:30:00,0.6,6,29,5,1,30
2024-06-29 01:45:00,0.64,6,29,5,1,45
2024-06-29 02:00:00,1.2,6,29,5,2,0
2024-06-29 02:15:00,4.12,6,29,5,2,15
2024-06-29 02:30:00,4.36,6,29,5,2,30
2024-06-29 02:45:00,3.8,6,29,5,2,45
2024-06-29 03:00:00,0.4,6,29,5,3,0
2024-06-29 03:15:00,0.52,6,29,5,3,15
2024-06-29 03:30:00,0.4,6,29,5,3,30
2024-06-29 03:45:00,0.4,6,29,5,3,45
2024-06-29 04:00:00,0.52,6,29,5,4,0
2024-06-29 04:15:00,0.6,6,29,5,4,15
2024-06-29 04:30:00,0.44,6,29,5,4,30
2024-06-29 04:45:00,0.44,6,29,5,4,45
2024-06-29 05:00:00,0.52,6,29,5,5,0
2024-06-29 05:15:00,0.6,6,29,5,5,15
2024-06-29 05:30:00,0.64,6,29,5,5,30
2024-06-29 05:45:00,0.96,6,29,5,5,45
2024-06-29 06:00:00,0.88,6,29,5,6,0
2024-06-29 06:15:00,1.8,6,29,5,6,15
2024-06-29 06:30:00,2.52,6,29,5,6,30
2024-06-29 06:45:00,2.6,6,29,5,6,45
2024-06-29 07:00:00,2.52,6,29,5,7,0
2024-06-29 07:15:00,3.52,6,29,5,7,15
2024-06-29 07:30:00,3.68,6,29,5,7,30
2024-06-29 07:45:00,3.2,6,29,5,7,45
2024-06-29 08:00:00,4.2,6,29,5,8,0
2024-06-29 08:15:00,4.28,6,29,5,8,15
2024-06-29 08:30:00,3.84,6,29,5,8,30
2024-06-29 08:45:00,5.08,6,29,5,8,45
2024-06-29 09:00:00,4.36,6,29,5,9,0
2024-06-29 09:15:00,4.16,6,29,5,9,15
2024-06-29 09:30:00,4.16,6,29,5,9,30
2024-06-29 09:45:00,4.4,6,29,5,9,45
2024-06-29 10:00:00,4.6,6,29,5,10,0
2024-06-29 10:15:00,3.88,6,29,5,10,15
2024-06-29 10:30:00,3.36,6,29,5,10,30
